,text,sentiment,numaric_presentatin_of_sentiment
2944, pfizerbiontech dictaturesanitaire كورونا pfizer  vaccin vaccinationcovid  had you been affected by covid ,Negative,0
2945,drharshvardhan pmoindia if we dont witness the same thing in india then we can surely lead the world… ,Positive,2
2946,i think he got both of his pfizerbiontech shots he does not look like a normal biological human being ,Negative,0
2947,if we dont witness the same thing in india then we can surely lead the world pfizerbiontech norway… ,Positive,2
2948,don’t let us find that they held back the pfizer vaccine because trump amp his cronies had investments in moderna so… ,Neutral,1
2949,eu plans to purchase million more  vaccines covidvaccines pfizer… ,Neutral,1
2950,eu plans to purchase million more  vaccines covidvaccines pfizer… ,Neutral,1
2951,eu plans to purchase million more  vaccines covidvaccines pfizer… ,Neutral,1
2952,eu plans to purchase million more  vaccines covidvaccines pfizer… ,Neutral,1
2953,eu plans to purchase million more  vaccines covidvaccines pfizer… ,Neutral,1
2954,eu plans to purchase million more  vaccines covidvaccines pfizer… ,Neutral,1
2955,covid vaccine what’s in it  covidvaccine covid vaccine ingredients moderna pfizer pfizervaccine… ,Neutral,1
2956,almost  hours post my first dose of  pfizerbiontech and only side effects thus far have been excessive cleaning and diy ,Neutral,1
2957,thankful to be receiving second dose of pfizerbiontech covid vaccine feel entirely normal beyond mild soreness… ,Positive,2
2958,yay my parents have had their coronavirusvaccine  door to door trip to vaccination centre was  hr given… ,Positive,2
2959,coolgrandad seeryo israel has jumped the queue for  vaccine netanyahu made  calls to… ,Neutral,1
2960, khamenei’s red crescent announced a ban on the import of  pfizerbiontech vaccines… ,Negative,0
2961,reaching out to the vulnerable across ni care homes with retired staff returning to uniform to help the vaccine rol… ,Positive,2
2962,antonioguterres iran khamenei’s ban on the purchase of pfizerbiontech covidvaccines is a… ,Negative,0
2963,rosiebarton  “has received amp distributed over half a million pfizerbiontech amp moderna vaccines w deliveries c… ,Neutral,1
2964,doctor dies  weeks after taking vaccine  pfizervaccine pfizerbiontech of course they try to say it’s not… ,Neutral,1
2965,maryamrajaviiran khamenei’s red crescent announced a ban on the import of  pfizerbiontech vaccinesth… ,Negative,0
2966,irancoronavirus death toll  maryamrajavikhamenei’s red crescent announced a ban on … ,Negative,0
2967,happy sunday guys this interview was so interesting infection rates are soaring and the situation is critical … ,Positive,2
2968,worried about the covid vaccine i’m a nhs dental nurse had my vaccine on friday my side effects painful arm… ,Negative,0
2969,irancoronavirus death toll  maryamrajavikhamenei’s red crescent announced a ban on … ,Negative,0
2970,irancoronavirus death toll  maryamrajavikhamenei’s red crescent announced a ban on … ,Negative,0
2971,my  year old nan is getting her covid vaccination next week she’s a strong woman but i am so glad to the anti… ,Positive,2
2972,not as simple as just giving a jab into the arm a good insight into why the pfizer vaccine is slow to roll out… ,Positive,2
2973,thanks to all at littletown medical practice and west pcn for letting me join you in covidvaccination today  so n… ,Positive,2
2974,first dose of my pfizerbiontech  vaccine received felt really quite emotional in a good way it’s the beg… ,Positive,2
2975,should you have sex with a person whose been prickedvaced via youtube debunked… ,Neutral,1
2976,israel is leading in vaccination drive with france floundering africa is far behind the horizon if india does m… ,Neutral,1
2977,irancoronavirus death toll  maryamrajavikhamenei’s red crescent announced a ban on … ,Negative,0
2978,irancoronavirus death toll  maryamrajavikhamenei’s red crescent announced a ban on … ,Negative,0
2979,first vacc  if you’re eligible get the  pfizerbiontech ,Neutral,1
2980,relieved to know my wife london nhs received  dose pfizerbiontech vaccine on friday relieved not just for… ,Positive,2
2981,irancoronavirusdeath  maryamrajavikhamenei’s red crescent announced a ban on … ,Negative,0
2982,israel paid to jump the vaccine queue  pfizerbiontech benjaminnetanyahu  via mailonline,Neutral,1
2983,the economist  the great task via theeconomist vaccinestrategy vaccinations  moderna pfizerbiontech… ,Positive,2
2984,the covidvaccine from both pfizerbiontech and oxfordastrazeneca have met strict standards of safety quality and… ,Positive,2
2985,yesterday i received my first dose of the pfizerbiontech  side effects manifested so far an ove… ,Neutral,1
2986,ritchedevena you both were so poorly in march with covidtime stopped still for a while for your closest friend… ,Negative,0
2987,worth getting up early on a sunday for  thanks rbandh  covidvaccine pfizerbiontech  ,Positive,2
2988, day of vaccinating iownhs with the pfizerbiontech vaccine such an amazing atmosphere and team go teamiownhs ,Positive,2
2989,like  comment  share mohfwindia mygovindia pmoindia who india thecutting thecuttingminis vaccine… ,Positive,2
2990,just a little prick drawing up a vaccine  pfizerbiontech pfizercovidvaccine covidvaccination ,Negative,0
2991,we expect the same from pm imrankhanpti in the national interest get the pfizer chief on the phone… ,Positive,2
2992,received my second shot of the pfizercovidvaccine two and done pfizerbiontech  thisisourshot stopthespread,Neutral,1
2993,drshanerrr profpaulyoung pallithordarson ps both pfizerbiontech and modernavaccine uses lipidnanoparticles … ,Neutral,1
2994,for people whod like to start ostracising others who do not wish to get immunised with the new type of jab let… ,Positive,2
2995,day  of having the vaccine i can confirm i do not have  ears i do not have  toes i do not have better phon… ,Negative,0
2996,turks are very proud of them  covidvaccine pfizerbiontech ,Positive,2
2997,dubai opens seventh clinic for covid pfizerbiontech vaccine shots ,Neutral,1
2998,buckle up buttercup the second pfizerbiontech dose is a bear my misgivings about very mild side effects with the… ,Neutral,1
2999,so the plan is to add vaccination numbers for every county in the us as for now i only managed to get counties in… ,Neutral,1
3000,tessarakt  the side effect profile for the pfizerbiontech vaccine is pretty much identical to the… ,Positive,2
3001,both my mom and i got dose  of the vaccine today feeling incredibly thankful and humbled covidvaccinated… ,Positive,2
3002,yes but unfortunately this government has decided to go against pfizers recommendations of intervals between  j… ,Negative,0
3003,urgent dont take the vaccines the wolves in sheeps clothing new world order with science put an undetected microc… ,Positive,2
3004, has received amp distributed over half a million pfizerbiontech amp moderna vaccines w deliveries continuing week… ,Neutral,1
3005,second shot done  thank you science cdcgov nih pfizerbiontech scienceworks worththeshot ,Positive,2
3006,almost  hrs after that second pfizerbiontech vaccine upper arm was a little sore around the vaccination site ye… ,Negative,0
3007, this is the provisional order in which people in ireland will be vaccinated against covid under s and pr… ,Neutral,1
3008, hours post the second dose of the pfizerbiontech vaccine thread ,Neutral,1
3009,china  surpasses the us  in terms of absolute numbers of total vaccinations israel  still leading well ahead… ,Positive,2
3010, khamenei’s red crescent announced a ban on the import of  pfizerbiontech vaccines… ,Negative,0
3011,antonioguterres iran khamenei’s ban on the purchase of pfizerbiontech covidvaccines is a… ,Negative,0
3012,maryamrajaviiran khamenei’s red crescent announced a ban on the import of  pfizerbiontech vaccinesthi… ,Negative,0
3013,my grandad recieved his pfizerbiontech covidvaccine today hes  and lost my nan to covid  days ago thank… ,Negative,0
3014,we are critical care paramedics in wnc and recd our  pfizer shot today  pfizerbiontech… ,Positive,2
3015,iranpolicy irancoronavirus death toll  maryamrajavikhamenei’s red crescent announced a ban o… ,Negative,0
3016,over  hours out from second dose of the pfizerbiontech vaccine was fully expecting to have symptoms fatigue m… ,Negative,0
3017,if you’re anti american  vaccine please be advised immunisation  you’re taking from the clinic already is also… ,Neutral,1
3018,just got my pfizerbiontech vaccine sunnybrook  now billgates can control my genes already feeling invincible ,Positive,2
3019,great to help vaccinate some of the most vulnerable in our local community long way to go but the virus will be de… ,Positive,2
3020,got my  dose of pfizerbiontech covidvaccine yesterday other than mild muscle pain feeling great  i got vac… ,Positive,2
3021,in the eu denmark is leading in cumulative vaccinations per  ppl  pfizerbiontech vaccination dkpol ,Neutral,1
3022,elated for my sister caroline who works in the frontline in a chicago hospital as a itunurse  first in family fu… ,Positive,2
3023,richiebbg unless there’s something different about the pfizerbiontech vaccine the astrazeneca oxfordvaccine ha… ,Neutral,1
3024,had my first covid vaccine today no side effects and i’ll be giving them to others on thursday at the middlewic… ,Positive,2
3025,i just enrolled and encourage anyone that has gotten the vaccine to participate too it would be great to collect s… ,Positive,2
3026,glad to get my second dose of pfizerbiontech vaccine yesterday immune response kicking in minor aches which full… ,Positive,2
3027,yesssssirski  lfg dose number  here’s to a happier healthier  feeling aok any q’sq hit up the dm… ,Positive,2
